"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"2023-03-31","129.71","129.45","129.84","127.98","424.61K","0.23%"
"2023-03-30","129.41","128.82","129.65","127.44","342.42K","1.24%"
"2023-03-29","127.82","125.6","127.99","125.42","348.20K","0.79%"
"2023-03-28","126.82","126.17","127.29","123.98","548.72K","0.67%"
"2023-03-27","125.98","123.66","126.65","123.19","344.95K","-0.36%"
"2023-03-24","126.44","125.82","128.09","124.62","418.29K","1.33%"
"2023-03-23","124.78","122.63","126.42","121.68","377.06K","2.25%"
"2023-03-22","122.04","121.76","124.41","121.18","419.48K","0.12%"
"2023-03-21","121.89","124.22","124.77","120.57","557.39K","-3.22%"
"2023-03-20","125.94","126.18","127","123.62","576.88K","0.39%"
"2023-03-17","125.45","121.7","126.14","121.1","1.39M","4.49%"
"2023-03-16","120.06","121.1","121.1","117.54","439.00K","-0.41%"
"2023-03-15","120.56","121.45","122.68","119.16","652.28K","0.57%"
"2023-03-14","119.88","118.69","120.03","117.48","562.89K","1.37%"
"2023-03-13","118.26","117.1","120.04","116.5","779.21K","4.25%"
"2023-03-10","113.44","114.22","116.43","113.3","643.71K","0.47%"
"2023-03-09","112.91","113.17","114.5","112.43","395.04K","0.83%"
"2023-03-08","111.98","113.19","113.96","111.53","419.37K","-0.81%"
"2023-03-07","112.9","116.02","116.74","111.65","558.27K","-3.88%"
"2023-03-06","117.46","119.76","120","116.27","752.23K","-2.5%"
"2023-03-03","120.47","122.15","122.36","120.13","544.80K","-0.19%"
"2023-03-02","120.7","119.4","120.73","119.08","321.08K","-0.08%"
"2023-03-01","120.8","120.46","121.77","119.4","295.48K","1.69%"
"2023-02-28","118.79","118.25","120.46","117.67","476.67K","0.46%"
"2023-02-27","118.25","117.19","118.49","116.93","323.88K","1.47%"
"2023-02-24","116.54","116.1","117.06","115.61","468.99K","-0.87%"
"2023-02-23","117.56","119.3","119.65","117.21","416.62K","-1.52%"
"2023-02-22","119.37","121","121","118.11","441.06K","-1.7%"
"2023-02-21","121.44","121.51","122.79","120.53","357.76K","-0.41%"
"2023-02-17","121.94","121.55","122.76","119.77","343.65K","-0.67%"
"2023-02-16","122.76","122.26","124.18","121.45","546.72K","-0.37%"
"2023-02-15","123.22","122.99","123.95","122.71","389.15K","-2.14%"
"2023-02-14","125.91","123.63","126.3","122.13","462.94K","1.52%"
"2023-02-13","124.03","122.95","124.58","122.02","340.98K","0.21%"
"2023-02-10","123.77","123.2","124.37","122.1","438.63K","0.34%"
"2023-02-09","123.35","126.97","126.97","123.19","309.74K","-2.24%"
"2023-02-08","126.17","126.43","127.55","125.23","377.36K","0.06%"
"2023-02-07","126.1","125.88","127.15","124.3","642.33K","0.53%"
"2023-02-06","125.44","123.42","126","122.72","684.41K","0.76%"
"2023-02-03","124.49","125.32","126.32","122.88","468.53K","-2.67%"
"2023-02-02","127.91","130.76","131.25","126.25","402.35K","-2.04%"
"2023-02-01","130.57","126.5","131.43","126.39","453.24K","2.79%"
"2023-01-31","127.03","126.89","127.65","125.62","1.09M","-0.64%"
"2023-01-30","127.85","127.94","128.84","127.52","349.74K","-0.24%"
"2023-01-27","128.16","129.2","129.23","127.61","238.70K","-1.2%"
"2023-01-26","129.72","131.23","131.6","128.13","391.71K","-1.3%"
"2023-01-25","131.43","127.5","131.89","127.5","459.54K","2.43%"
"2023-01-24","128.31","125.04","128.6","125.04","305.78K","1.56%"
"2023-01-23","126.34","125.21","126.62","124.2","306.47K","0.21%"
"2023-01-20","126.07","123.97","126.28","123.61","263.98K","0.77%"
"2023-01-19","125.11","123.14","125.73","122.43","396.67K","2.06%"
"2023-01-18","122.59","125.26","126.43","122.44","301.23K","-1.03%"
"2023-01-17","123.86","127.92","127.94","123.63","635.47K","-3.72%"
"2023-01-13","128.65","127.04","129.22","127.01","436.90K","1.47%"
"2023-01-12","126.78","126","127.84","124.26","338.14K","1.89%"
"2023-01-11","124.43","124.89","125.12","122.51","399.41K","-0.24%"
"2023-01-10","124.73","122.4","124.77","121.76","397.42K","1.9%"
"2023-01-09","122.41","125.79","125.8","122.21","543.05K","-1.91%"
"2023-01-06","124.79","123.02","126.48","122.3","623.90K","3.53%"
"2023-01-05","120.53","117.42","120.62","116.76","358.21K","1.1%"
"2023-01-04","119.22","118.77","120.97","118.77","681.98K","2.05%"
"2023-01-03","116.83","114.29","116.98","114.29","583.89K","3.65%"
"2022-12-30","112.72","112.65","112.95","111.5","302.86K","0.42%"
"2022-12-29","112.25","112.87","113.41","111.98","368.37K","0.67%"
"2022-12-28","111.5","113.53","114.06","111.21","321.83K","-2.54%"
"2022-12-27","114.41","113.34","115.89","113","339.94K","1.39%"
"2022-12-23","112.84","112.49","113.7","110.91","340.56K","0.94%"
"2022-12-22","111.79","111.15","111.85","109.73","443.70K","-0.17%"
"2022-12-21","111.98","111.09","112.7","110.66","470.90K","1.44%"
"2022-12-20","110.39","109","111.76","108.65","529.14K","3.62%"
"2022-12-19","106.53","107.93","108.28","105.78","422.60K","-0.81%"
"2022-12-16","107.39","106.44","108.28","106.35","1.81M","0.42%"
"2022-12-15","106.94","108.84","109.73","106.58","526.86K","-4.14%"
"2022-12-14","111.56","112.27","113.15","110.32","548.31K","-0.78%"
"2022-12-13","112.44","112.78","113.73","110.68","520.64K","3.17%"
"2022-12-12","108.99","109.18","109.63","106.75","561.05K","-1.41%"
"2022-12-09","110.55","112.8","113.63","110.4","328.69K","-1.29%"
"2022-12-08","111.99","112.53","113.13","111.35","311.41K","0.35%"
"2022-12-07","111.6","112.05","113.13","110.66","341.72K","0.84%"
"2022-12-06","110.67","111.86","112.49","110.23","388.39K","0.18%"
"2022-12-05","110.47","112.64","112.64","110.04","356.34K","-2.85%"
"2022-12-02","113.71","112.07","114.63","111.81","381.54K","-0.25%"
"2022-12-01","114","114.61","116.04","112.54","603.92K","1.49%"
"2022-11-30","112.33","109.9","112.74","108.44","660.31K","3.31%"
"2022-11-29","108.73","106.67","109.04","106.5","933.29K","3.35%"
"2022-11-28","105.21","108.01","108.34","105.08","275.97K","-3.05%"
"2022-11-25","108.52","109.34","109.7","107.92","136.07K","-1.44%"
"2022-11-23","110.1","108.96","110.71","107.66","284.09K","0.57%"
"2022-11-22","109.48","105.91","110.12","105.84","408.14K","4.28%"
"2022-11-21","104.99","104.34","105.11","103.63","217.14K","0.57%"
"2022-11-18","104.4","101.64","104.47","101.64","221.39K","1.41%"
"2022-11-17","102.95","103.29","104.16","101.93","279.03K","-2.61%"
"2022-11-16","105.71","105.65","106.73","104.93","276.65K","0.06%"
"2022-11-15","105.65","107.56","107.99","104.61","347.83K","-0.78%"
"2022-11-14","106.48","104.76","106.8","103.02","377.04K","1.31%"
"2022-11-11","105.1","105.53","106.33","103.07","317.92K","0.07%"
"2022-11-10","105.03","104.59","106.64","104.4","535.16K","4.33%"
"2022-11-09","100.67","101","102.26","99.83","493.88K","-0.75%"
"2022-11-08","101.43","95.88","102.42","95.65","556.28K","5.81%"
"2022-11-07","95.86","95.69","97.27","95.37","495.29K","0.19%"
"2022-11-04","95.68","90.4","96.02","90.4","869.10K","9.26%"
"2022-11-03","87.57","89.65","89.81","86.75","967.48K","-4.89%"
"2022-11-02","92.07","97.85","98.15","91.93","651.33K","-5.21%"
"2022-11-01","97.13","96.81","97.44","95.64","479.96K","2.29%"
"2022-10-31","94.96","95.77","96.49","94.46","600.70K","-1.75%"
"2022-10-28","96.65","96","96.75","95.24","245.33K","-0.42%"
"2022-10-27","97.06","98.49","98.89","96.95","304.62K","-1.41%"
"2022-10-26","98.45","97.26","99.92","97.03","406.19K","2.17%"
"2022-10-25","96.36","94.85","96.43","94.62","294.47K","2.04%"
"2022-10-24","94.43","94.26","94.91","93.22","293.98K","-0.91%"
"2022-10-21","95.3","92.48","95.94","91.57","483.49K","4.06%"
"2022-10-20","91.58","91.13","93.29","90.45","342.22K","0.86%"
"2022-10-19","90.8","91.17","91.71","90","482.78K","-2.87%"
"2022-10-18","93.48","92.87","93.58","92.25","407.91K","1.97%"
"2022-10-17","91.67","91.48","93.76","91.27","471.91K","2.39%"
"2022-10-14","89.53","91.85","91.89","89.07","382.45K","-3.3%"
"2022-10-13","92.59","91.11","93.62","87.68","503.83K","-1.83%"
"2022-10-12","94.32","94.82","96","93.42","316.51K","-0.5%"
"2022-10-11","94.79","93.79","96.78","93.11","462.54K","1.07%"
"2022-10-10","93.79","93.25","95.21","92.56","333.95K","-0.1%"
"2022-10-07","93.88","97.99","98.33","93.71","579.04K","-5.58%"
"2022-10-06","99.43","96.76","99.66","96.76","435.72K","1.99%"
"2022-10-05","97.49","97.19","97.73","95.69","328.14K","-1.63%"
"2022-10-04","99.11","97.88","99.77","97.59","419.78K","2.75%"
"2022-10-03","96.46","95.31","97.94","94.2","645.20K","2.81%"
"2022-09-30","93.82","92.4","95.3","92.29","545.60K","0.97%"
"2022-09-29","92.92","92.3","93.79","91.66","592.37K","0.09%"
"2022-09-28","92.84","88.2","93","88.2","682.46K","7.13%"
"2022-09-27","86.66","87.56","88.29","86.15","412.67K","0.23%"
"2022-09-26","86.46","87.45","88.43","84.54","529.31K","-1.97%"
"2022-09-23","88.2","89.87","89.95","87.06","512.44K","-4.01%"
"2022-09-22","91.88","92.94","93.77","91.22","310.50K","-0.54%"
"2022-09-21","92.38","93.43","94.61","91.73","393.62K","-0.28%"
"2022-09-20","92.64","92.41","93.3","91.15","367.44K","-1.15%"
"2022-09-19","93.72","92.2","94.18","91.8","397.63K","0.49%"
"2022-09-16","93.26","91.34","94.72","90.37","891.54K","1.69%"
"2022-09-15","91.71","92.89","93.56","90.69","643.88K","-2.01%"
"2022-09-14","93.59","93.57","94.88","92.99","382.04K","0.24%"
"2022-09-13","93.37","93.29","95.22","93","495.90K","-2.88%"
"2022-09-12","96.14","97.14","97.25","95.56","445.54K","0.09%"
"2022-09-09","96.05","95.34","96.46","94.77","330.53K","1.7%"
"2022-09-08","94.44","93.73","95.19","93.18","429.39K","0.19%"
"2022-09-07","94.26","91.26","95.04","91.15","449.27K","3.04%"
"2022-09-06","91.48","91.35","91.95","90.51","578.76K","1.14%"
"2022-09-02","90.45","90.38","92.11","89.28","588.74K","1.58%"
"2022-09-01","89.04","90.52","91.7","88.64","576.33K","-3.11%"
"2022-08-31","91.9","93.62","94.21","91.81","774.26K","-2.21%"
"2022-08-30","93.98","95","95.02","93.62","507.71K","-1.35%"
"2022-08-29","95.27","96.18","96.86","95.12","281.49K","-1.03%"
"2022-08-26","96.26","99.58","99.71","95.62","342.98K","-3.3%"
"2022-08-25","99.55","100.44","100.66","98.79","339.89K","-0.49%"
"2022-08-24","100.04","98.54","100.57","97.77","300.18K","1.19%"
"2022-08-23","98.86","97.25","99.54","97.25","546.92K","1.67%"
"2022-08-22","97.24","96.3","98.3","96.3","360.46K","0.04%"
"2022-08-19","97.2","99.97","99.97","96.93","535.61K","-2.95%"
"2022-08-18","100.15","100","101.1","99.78","591.25K","0.26%"
"2022-08-17","99.89","101.37","101.37","99.18","717.62K","-1.75%"
"2022-08-16","101.67","100.89","101.81","99.24","394.46K","0.8%"
"2022-08-15","100.86","100.58","101.49","99.62","506.85K","-1.94%"
"2022-08-12","102.86","102.15","103.25","101.92","462.15K","1.39%"
"2022-08-11","101.45","104.16","104.2","101.15","611.84K","-2.53%"
"2022-08-10","104.08","104.85","105.28","103.42","512.12K","-0.04%"
"2022-08-09","104.12","105.4","105.74","103.12","533.44K","-0.57%"
"2022-08-08","104.72","104.17","105.5","103.08","609.35K","2.00%"
"2022-08-05","102.67","100.93","102.71","98.49","716.18K","-0.02%"
"2022-08-04","102.69","103.83","103.83","98.22","1.00M","0.96%"
"2022-08-03","101.71","103.92","103.94","101.21","577.88K","-2.51%"
"2022-08-02","104.33","105.5","106.04","103.39","703.63K","-1.19%"
"2022-08-01","105.59","105.1","105.66","103.13","429.63K","0.78%"
"2022-07-29","104.77","105.49","105.49","102.5","951.62K","0.26%"
"2022-07-28","104.5","105.5","107.12","103.78","455.90K","0.74%"
"2022-07-27","103.73","102.96","104.46","101.27","416.38K","0.75%"
"2022-07-26","102.96","100.97","103.3","100.97","438.35K","2.45%"
"2022-07-25","100.5","102.3","102.69","99.57","471.61K","-1.77%"
"2022-07-22","102.31","103.9","105.4","101.81","376.07K","-0.42%"
"2022-07-21","102.74","100.53","104.09","100.14","544.73K","3.02%"
"2022-07-20","99.73","103.1","103.67","99.54","601.38K","-3.25%"
"2022-07-19","103.08","102.5","103.9","102.21","414.10K","0.61%"
"2022-07-18","102.46","104.11","105.28","102.4","411.72K","-0.91%"
"2022-07-15","103.4","104.5","104.5","102.35","435.15K","-0.35%"
"2022-07-14","103.76","103.39","104.39","101.1","476.02K","-2.67%"
"2022-07-13","106.61","104.34","108.93","104.34","462.75K","1.29%"
"2022-07-12","105.25","108.9","109.13","104.57","701.57K","-3.18%"
"2022-07-11","108.71","107.38","109.57","106.79","455.66K","0.85%"
"2022-07-08","107.79","108.25","109.7","106.99","488.30K","-0.23%"
"2022-07-07","108.04","106.91","108.94","106.5","348.70K","1.29%"
"2022-07-06","106.66","107.98","108.06","103.77","501.90K","-0.97%"
"2022-07-05","107.7","110","110.14","104.78","620.29K","-2.31%"
"2022-07-01","110.25","105.79","110.73","105.28","373.11K","3.25%"
"2022-06-30","106.78","109.64","109.92","106.31","367.62K","-2.72%"
"2022-06-29","109.76","111.33","111.77","108.88","396.41K","-0.48%"
"2022-06-28","110.29","110.66","110.98","109.55","468.04K","0.13%"
"2022-06-27","110.15","109.84","110.54","108.19","433.20K","0.43%"
"2022-06-24","109.68","107.44","109.85","106.17","771.38K","2.24%"
"2022-06-23","107.28","108.97","110.5","106.52","403.87K","-1.76%"
"2022-06-22","109.2","109.47","111.54","108.69","318.25K","-0.45%"
"2022-06-21","109.69","108.42","111.24","108.33","396.40K","0.7%"
"2022-06-17","108.93","109.2","110.05","108.12","1.30M","-0.24%"
"2022-06-16","109.19","106.28","109.77","105.43","692.46K","1.98%"
"2022-06-15","107.07","107.99","109.3","103.58","947.18K","1.17%"
"2022-06-14","105.83","108.38","109","105.4","857.33K","-2.94%"
"2022-06-13","109.04","113","113.6","108.15","705.24K","-5.05%"
"2022-06-10","114.84","110.08","115.72","108.89","593.89K","3.44%"
"2022-06-09","111.02","114.55","114.94","110.92","644.55K","-3.61%"
"2022-06-08","115.18","116","116.14","114.62","602.01K","-1.12%"
"2022-06-07","116.48","114.47","116.58","114.47","422.62K","1.43%"
"2022-06-06","114.84","116.71","117.26","114","481.22K","-1.05%"
"2022-06-03","116.06","117","118.33","115.36","463.29K","-2.14%"
"2022-06-02","118.6","115.62","118.73","115.62","483.98K","3.64%"
"2022-06-01","114.44","113.76","115.5","112.13","483.08K","1.2%"
"2022-05-31","113.08","115.81","116.73","112.61","615.64K","-1.95%"
"2022-05-27","115.33","116.23","116.97","114.68","513.88K","0.27%"
"2022-05-26","115.02","114.73","115.31","113.79","607.54K","0.17%"
"2022-05-25","114.83","113.79","115.44","113.25","404.58K","0.03%"
"2022-05-24","114.8","114.59","115.85","113.32","547.52K","0.82%"
"2022-05-23","113.87","116.42","117.31","113.59","506.73K","-0.47%"
"2022-05-20","114.41","115.39","115.43","112.1","572.01K","-1.3%"
"2022-05-19","115.92","113.72","116.77","113.72","549.85K","3.22%"
"2022-05-18","112.3","116.3","117.02","112.25","480.47K","-3.55%"
"2022-05-17","116.43","118.21","118.57","115.41","407.43K","-0.15%"
"2022-05-16","116.6","118.08","118.43","116.08","355.45K","-1.19%"
"2022-05-13","118","117.7","119.59","116.45","398.09K","0.1%"
"2022-05-12","117.88","120.62","121.92","116.25","661.53K","-3.51%"
"2022-05-11","122.17","122.96","125.08","121.66","462.15K","0.57%"
"2022-05-10","121.48","124.48","125.13","120.45","720.26K","-1.7%"
"2022-05-09","123.58","127.16","127.64","122.69","546.06K","-5.04%"
"2022-05-06","130.14","131.32","133.38","129.18","468.75K","-1.84%"
"2022-05-05","132.58","136.67","137.33","130.17","520.68K","-0.47%"
"2022-05-04","133.21","130.32","133.38","129.52","529.01K","1.52%"
"2022-05-03","131.22","130.38","133","130.38","374.80K","0.69%"
"2022-05-02","130.32","127.93","131.39","127.54","716.99K","-0.12%"
"2022-04-29","130.48","132.7","133.21","129.45","1.36M","-0.67%"
"2022-04-28","131.36","130.37","131.71","129.03","510.25K","0.81%"
"2022-04-27","130.31","132","132.92","130.05","479.45K","-0.9%"
"2022-04-26","131.5","135.99","135.99","131.34","603.19K","-2.56%"
"2022-04-25","134.96","133.72","136.17","130.7","870.50K","-1.7%"
"2022-04-22","137.29","137.93","139.53","135.53","552.57K","-1.96%"
"2022-04-21","140.04","143.45","143.45","138.34","480.07K","-2.91%"
"2022-04-20","144.23","142.1","144.46","141.5","323.32K","1.49%"
"2022-04-19","142.11","142.64","143.5","141.11","331.47K","-0.91%"
"2022-04-18","143.42","146.43","147.06","143.33","380.67K","-1.04%"
"2022-04-14","144.93","143.81","145.06","142.45","458.74K","0.21%"
"2022-04-13","144.62","144.47","145.68","143.36","503.87K","0.7%"
"2022-04-12","143.62","145.43","146.81","143.42","431.02K","-0.54%"
"2022-04-11","144.4","147.68","147.7","143.46","443.69K","-0.45%"
"2022-04-08","145.05","145","146.31","143.97","369.47K","0.57%"
"2022-04-07","144.23","143.4","144.81","143.08","391.99K","0.75%"
"2022-04-06","143.16","142.2","144.9","141.81","533.49K","0.84%"
"2022-04-05","141.97","144.2","146.33","140.78","683.31K","-2.04%"
"2022-04-04","144.92","146.33","147.52","143.18","376.73K","-0.96%"
"2022-04-01","146.33","140.13","146.62","140.13","527.09K","3.57%"
"2022-03-31","141.28","142.2","143.35","141","382.76K","-0.79%"
"2022-03-30","142.4","141.5","142.46","140.44","334.33K","0.99%"
"2022-03-29","141","136.8","141.19","135.25","458.60K","0.9%"
"2022-03-28","139.74","139.37","141.33","138.12","368.41K","-0.42%"
"2022-03-25","140.33","139.04","140.5","137.79","468.50K","0.04%"
"2022-03-24","140.28","141.5","142.67","139.01","467.05K","-0.36%"
"2022-03-23","140.79","138.27","141.51","137.51","401.97K","2.46%"
"2022-03-22","137.41","138.7","139.09","136.38","462.99K","-1.3%"
"2022-03-21","139.22","137.73","140.96","137.73","555.99K","1.5%"
"2022-03-18","137.16","136.48","137.49","134.25","1.61M","0.4%"
"2022-03-17","136.61","136.53","139.71","135.76","555.62K","1.23%"
"2022-03-16","134.95","135.96","137.36","133.04","622.70K","-0.88%"
"2022-03-15","136.15","130.68","137.2","130.53","562.98K","1.75%"
"2022-03-14","133.81","134.54","136.03","132.29","746.41K","-2.46%"
"2022-03-11","137.18","132.7","138.7","131.87","796.63K","0.72%"
"2022-03-10","136.2","131.95","137.15","131.5","983.75K","3.68%"
"2022-03-09","131.37","123.02","131.78","123","670.88K","0.67%"
"2022-03-08","130.49","130.69","134","129.07","925.71K","0.77%"
"2022-03-07","129.49","129.25","131.1","127.12","776.81K","0.73%"
"2022-03-04","128.55","127.72","129.37","127.25","573.83K","1.47%"
"2022-03-03","126.69","126.5","127.41","124.89","400.36K","0.44%"
"2022-03-02","126.13","124.2","126.67","123.53","568.97K","-0.62%"
"2022-03-01","126.92","121.58","128.17","121.58","847.42K","4.67%"
"2022-02-28","121.26","121.24","122.21","120.34","577.46K","0.63%"
"2022-02-25","120.5","115.57","120.66","114.86","445.33K","3.58%"
"2022-02-24","116.34","124.4","125.06","114.29","674.15K","-2.84%"
"2022-02-23","119.74","117.8","120.79","116.91","775.55K","1.00%"
"2022-02-22","118.55","122.06","123.16","118.53","863.14K","-1.26%"
"2022-02-18","120.06","119.54","120.46","117.44","808.45K","1.07%"
"2022-02-17","118.79","112.58","119.98","111.51","855.67K","7.58%"
"2022-02-16","110.42","110","111.29","109.6","518.05K","1.29%"
"2022-02-15","109.01","106.83","109.31","105.52","575.38K","-0.03%"
"2022-02-14","109.04","109","109.53","107.43","443.28K","0.74%"
"2022-02-11","108.24","101.77","108.72","101.63","567.40K","6.77%"
"2022-02-10","101.38","104.59","106","100.75","491.76K","-3.8%"
"2022-02-09","105.38","106.44","107.29","105.13","482.90K","-0.91%"
"2022-02-08","106.35","104.75","106.44","104.53","410.11K","1.8%"
"2022-02-07","104.47","103","105.04","101.78","351.38K","2.19%"
"2022-02-04","102.23","101.49","103.43","101.21","279.22K","0.42%"
"2022-02-03","101.8","103.47","103.63","101.66","315.80K","-2.05%"
"2022-02-02","103.93","103.45","104.96","102.15","513.27K","1.00%"
"2022-02-01","102.9","102.27","103.43","101.3","469.57K","1.33%"
"2022-01-31","101.55","99.65","102.2","98.66","2.22M","2.27%"
"2022-01-28","99.3","99.01","99.89","97.96","871.65K","-0.67%"
"2022-01-27","99.97","100.6","102.42","99.69","746.82K","-1.62%"
"2022-01-26","101.62","102.07","103.5","101.42","1.16M","-1.53%"
"2022-01-25","103.2","102.31","104.06","101.86","765.65K","0.68%"
"2022-01-24","102.5","101.76","102.92","100.35","813.43K","0.24%"
"2022-01-21","102.25","104.43","104.56","101.38","443.28K","-1.63%"
"2022-01-20","103.94","105.85","106.45","103.87","484.53K","-1.13%"
"2022-01-19","105.13","100.25","105.54","100.25","521.85K","5.71%"
"2022-01-18","99.45","99.54","100.01","98.14","398.14K","-0.08%"
"2022-01-14","99.53","101.25","101.37","98.71","274.31K","-1.63%"
"2022-01-13","101.18","102.43","102.73","100.92","269.99K","-1.16%"
"2022-01-12","102.37","102.32","103.07","101","427.08K","0.05%"
"2022-01-11","102.32","101.96","102.61","100.7","575.86K","0.35%"
"2022-01-10","101.96","99.29","102.78","98.92","761.53K","2.69%"
"2022-01-07","99.29","98.5","99.82","97.57","536.90K","0.75%"
"2022-01-06","98.55","99.98","100.39","97.98","480.10K","-3.02%"
"2022-01-05","101.62","103.35","104.6","101.4","450.71K","-0.96%"
"2022-01-04","102.61","104","104.69","102.3","482.47K","-0.93%"
"2022-01-03","103.57","103.67","104.8","103.07","293.29K","-1.56%"
"2021-12-31","105.21","104.98","105.59","104.57","141.22K","0.46%"
"2021-12-30","104.73","104.1","105.07","103.91","254.97K","0.48%"
"2021-12-29","104.23","103.6","104.56","103.2","290.62K","-0.2%"
"2021-12-28","104.44","104.5","105.39","104.07","290.43K","-0.18%"
"2021-12-27","104.63","103.6","104.75","102.75","315.73K","0.96%"
"2021-12-23","103.63","103.39","104.09","102.07","396.18K","0.23%"
"2021-12-22","103.39","103.88","103.99","101.88","539.44K","0.25%"
"2021-12-21","103.13","102.46","103.89","101.43","337.29K","0.81%"
"2021-12-20","102.3","101.3","102.64","99.52","489.65K","0.98%"
"2021-12-17","101.31","98.66","101.77","98.25","1.50M","3.37%"
"2021-12-16","98.01","97.6","98.69","97.13","498.17K","1.69%"
"2021-12-15","96.38","96.61","97.06","94","542.26K","0.27%"
"2021-12-14","96.12","97.03","98.9","95.94","485.30K","-2.03%"
"2021-12-13","98.11","98.15","99.06","97.6","520.60K","-0.04%"
"2021-12-10","98.15","99.7","99.93","98.04","508.58K","-1.3%"
"2021-12-09","99.44","100.31","100.48","98.35","413.07K","-1.76%"
"2021-12-08","101.22","100.65","101.48","99.6","373.30K","0.66%"
"2021-12-07","100.56","98.52","101.05","98.48","605.89K","2.54%"
"2021-12-06","98.07","98.5","99.95","97.48","523.99K","-0.6%"
"2021-12-03","98.66","99.37","100.2","97.95","494.81K","-0.24%"
"2021-12-02","98.9","97.5","99.51","96.64","514.90K","1.28%"
"2021-12-01","97.65","100.82","101.91","97.47","480.32K","-2.38%"
"2021-11-30","100.03","103.43","104.56","99.18","531.75K","-2.6%"
"2021-11-29","102.7","102.3","103.1","100.47","516.39K","0.37%"
"2021-11-26","102.32","102.86","102.86","100.89","249.85K","1.00%"
"2021-11-24","101.31","101.44","102.47","101.01","364.97K","-0.52%"
"2021-11-23","101.84","103.51","104.33","101.47","425.09K","-2.68%"
"2021-11-22","104.64","104.99","106.16","103.36","433.29K","-0.75%"
"2021-11-19","105.43","107","107.35","105.3","455.81K","-1.66%"
"2021-11-18","107.21","107.37","107.97","106.61","284.94K","-0.43%"
"2021-11-17","107.67","108.49","108.88","107.25","468.84K","0.47%"
"2021-11-16","107.17","107","107.56","106.75","408.19K","-0.16%"
"2021-11-15","107.34","106.6","108.18","106.04","522.46K","0.59%"
"2021-11-12","106.71","105.58","107.6","105.4","398.87K","0.42%"
"2021-11-11","106.26","106.1","106.74","105.02","509.56K","2.23%"
"2021-11-10","103.94","106.46","107.82","103.06","643.98K","-0.29%"
"2021-11-09","104.24","102.41","104.47","101.7","387.96K","2.16%"
"2021-11-08","102.04","104.66","104.68","100.62","1.18M","-2.97%"
"2021-11-05","105.16","104.05","106.16","103.67","650.94K","1.15%"
"2021-11-04","103.96","103.24","108.18","102.92","528.46K","1.35%"
"2021-11-03","102.58","100.6","103.42","100.39","377.14K","0.48%"
"2021-11-02","102.09","100.89","102.16","99.59","348.92K","0.62%"
